Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1,c_5,c_6,c_9,c_3,0.9795,0.0644484
model_2,c_4,c_7,c_3,c_6,0.9809,0.060591064
model_3,m_2,c_5,c_1,c_2,0.9529,0.1598146
model_4,c_5,c_7,c_2,c_1,0.9809,0.059971705
model_5,c_5,c_3,c_6,c_9,0.9808,0.059718363
model_6,c_3,m_1,m_3,m_3,0.9612,0.14427738
model_7,c_5,c_8,c_10,c_6,0.9814,0.059535082
model_8,c_6,m_3,s,-,0.9668,0.118063696
model_9,c_5,c_4,c_1,c_2,0.9797,0.05951709
model_10,c_1,c_6,m_3,c_11,0.9809,0.0630554
model_11,c_4,c_12,c_12,m_1,0.9789,0.06231559
model_12,c_1,c_10,c_5,c_8,0.9821,0.05923393
model_13,c_1,c_7,s,-,0.9768,0.07412139
model_14,c_7,c_7,c_11,c_7,0.9807,0.058204252
model_15,c_3,c_1,m_2,m_1,0.9726,0.091215245
model_16,c_7,c_8,m_2,m_2,0.9742,0.082429126
model_17,c_6,c_2,c_4,c_12,0.9797,0.062605895
model_18,c_3,c_2,c_10,c_12,0.9785,0.069246255
model_19,c_10,c_7,c_12,s,0.98,0.061069686
model_20,c_12,c_10,c_6,m_3,0.98,0.060431566
model_21,c_11,c_10,s,-,0.9768,0.07346976
model_22,c_7,c_1,c_2,m_2,0.9812,0.05839805
model_23,c_7,c_9,c_5,c_12,0.9808,0.059703916
model_24,c_2,m_2,c_6,c_11,0.9683,0.10636618
model_25,c_2,c_2,c_2,m_1,0.9773,0.070634186
model_26,c_8,c_10,c_4,c_11,0.9811,0.059395935
model_27,c_2,c_9,c_6,c_1,0.9799,0.063717954
model_28,c_1,c_11,c_6,c_8,0.9808,0.059664678
model_29,c_3,c_7,c_6,c_10,0.9805,0.061255164
model_30,c_11,m_3,m_2,c_5,0.9244,0.29429168
model_31,c_6,c_3,c_6,c_1,0.9819,0.057592463
model_32,m_3,c_10,c_5,s,0.8736,0.38806865
model_33,c_4,c_7,c_10,c_3,0.9805,0.060050048
model_34,c_7,c_4,c_9,c_1,0.9817,0.057408355
model_35,c_11,m_2,c_1,c_6,0.9662,0.11297631
model_36,c_3,c_8,c_7,c_9,0.98,0.061497096
model_37,c_2,c_8,c_8,m_3,0.9801,0.061422728
model_38,c_2,c_1,s,-,0.9782,0.07203898
model_39,c_6,c_11,c_4,s,0.9781,0.06294281
model_40,c_9,c_11,c_11,c_8,0.9798,0.06472149
model_41,c_12,s,-,-,0.9625,0.13331962
model_42,c_12,c_6,c_6,c_2,0.9785,0.06958036
model_43,c_4,c_5,m_3,s,0.9784,0.06872204
model_44,c_5,c_10,c_3,c_12,0.9808,0.06327438
model_45,c_5,c_6,c_1,c_6,0.9825,0.0584869
model_46,c_8,c_4,s,-,0.9756,0.07430906
model_47,c_9,c_11,m_1,c_3,0.9718,0.08785047
model_48,c_1,c_2,c_9,c_4,0.9808,0.062476616
model_49,c_5,c_1,m_2,c_8,0.9713,0.09486052
model_50,c_8,m_2,c_7,m_2,0.968,0.11066814
model_51,c_7,c_2,c_10,c_6,0.981,0.05741451
model_52,c_4,c_11,m_1,c_11,0.9722,0.09236679
model_53,c_6,s,-,-,0.9632,0.12855202
model_54,c_3,c_4,c_8,m_2,0.9809,0.06270302
model_55,c_1,c_9,c_3,m_3,0.9806,0.059488878
model_56,c_10,m_3,c_2,m_2,0.9573,0.14564282
model_57,c_1,c_9,c_9,c_4,0.9808,0.060242485
model_58,c_5,c_9,s,-,0.9775,0.07472326
model_59,c_5,c_9,m_3,c_7,0.9811,0.059975117
model_60,c_10,c_10,c_7,c_11,0.98,0.05867622
model_61,c_5,c_3,c_3,c_11,0.9805,0.062058702
model_62,c_1,c_5,c_7,c_12,0.9806,0.058223862
model_63,c_10,m_3,c_12,m_1,0.9627,0.12602697
model_64,c_10,c_6,c_1,c_3,0.9795,0.06619243
model_65,c_11,c_2,c_3,c_3,0.9817,0.058106717
model_66,m_1,c_4,c_10,m_1,0.9565,0.14514938
model_67,c_11,m_1,c_6,s,0.9669,0.110190764
model_68,m_2,m_2,c_1,m_2,0.7074,0.8798696
model_69,c_1,c_3,c_12,c_2,0.9815,0.055834573
model_70,c_8,c_3,c_2,c_8,0.9796,0.062543824
model_71,c_12,c_12,c_5,c_12,0.9796,0.06128061
model_72,c_2,c_1,c_4,c_10,0.9797,0.06328518
model_73,c_2,m_2,c_8,m_2,0.9679,0.10396113
model_74,c_5,c_7,c_5,m_1,0.9802,0.059136324
model_75,c_3,m_2,c_7,c_12,0.9693,0.10425278
model_76,c_6,c_8,m_3,m_1,0.9812,0.06548762
model_100,c_1,c_3,c_9,c_9,0.9817,0.058048923
model_101,c_7,m_2,c_5,c_6,0.9649,0.115992256
model_102,c_8,c_2,c_3,c_10,0.9803,0.062051464
model_103,c_11,c_1,c_11,c_5,0.98,0.060737755
model_104,c_8,c_11,c_5,c_3,0.9808,0.06193158
model_105,c_5,m_3,m_2,c_12,0.9283,0.2904984
model_106,c_5,m_1,c_11,c_7,0.9675,0.10744907
model_107,c_8,c_6,c_3,m_3,0.9797,0.064344674
model_108,c_1,c_1,c_12,c_11,0.9805,0.059065048
model_109,c_5,c_10,c_9,c_6,0.9811,0.061628632
model_110,c_3,c_8,c_8,m_2,0.9778,0.06409507
model_111,c_6,c_5,c_7,m_3,0.9775,0.06696907
model_112,c_6,c_1,c_6,c_12,0.9797,0.06439224
model_113,c_12,m_3,c_4,c_2,0.9709,0.09694095
model_114,c_1,c_1,c_4,s,0.9808,0.057642307
model_115,c_7,c_3,c_1,c_2,0.9803,0.06245129
model_116,c_8,c_2,s,-,0.9762,0.075848706
model_117,c_3,m_3,m_3,c_2,0.8396,0.6496077
model_118,c_3,c_5,c_11,m_2,0.9815,0.061114527
model_119,c_3,c_4,c_4,c_9,0.9801,0.060815208
model_120,c_6,c_3,c_12,c_3,0.9808,0.0622445
model_121,c_8,c_11,m_2,s,0.974,0.0843335
model_122,c_10,c_1,c_8,s,0.98,0.061096102
model_123,c_6,c_1,c_7,c_3,0.9801,0.062460832
model_124,c_3,c_2,m_2,m_1,0.9743,0.0849281
model_125,c_1,c_7,c_6,c_8,0.9806,0.06038484
model_126,c_5,c_4,c_4,c_11,0.9802,0.060923323
model_127,c_5,c_11,c_11,c_4,0.9799,0.06249333
model_128,c_3,m_3,c_2,m_3,0.9744,0.083615094
model_129,c_4,c_7,c_7,c_1,0.9807,0.060014255
model_130,c_9,c_3,s,-,0.9771,0.07215311
model_131,c_10,c_8,m_2,c_4,0.9729,0.08737738
model_132,c_4,c_5,c_8,c_7,0.9809,0.060605507
model_133,c_11,c_7,c_5,c_10,0.9804,0.057973567
model_134,c_10,c_6,c_6,s,0.9767,0.07404295
model_135,c_6,c_4,c_9,m_3,0.9794,0.060788848
model_136,c_4,m_1,c_1,m_1,0.9664,0.11026145
model_137,c_11,m_1,s,-,0.9498,0.17499577
model_138,c_9,c_9,c_3,c_11,0.9797,0.061802506
model_139,c_4,c_10,c_7,c_9,0.9805,0.058713075
model_140,c_7,m_1,m_2,c_6,0.9371,0.24205422
model_141,c_10,c_5,c_7,c_9,0.9814,0.059524223
model_142,c_4,c_8,m_3,c_9,0.9797,0.06994612
model_143,c_11,c_3,m_1,s,0.9772,0.07398213
model_144,c_12,c_4,m_1,c_2,0.9709,0.09275723
model_145,m_1,c_6,c_10,s,0.9539,0.15807575
model_146,c_11,c_1,m_1,c_7,0.9724,0.09049202
model_147,c_8,m_3,m_3,c_4,0.789,1.0458306
model_148,c_9,c_1,c_4,c_5,0.9788,0.063804254
model_149,c_2,c_6,c_2,c_7,0.9801,0.061314464
model_150,c_2,c_7,c_1,c_4,0.9818,0.05846153
model_151,c_2,m_2,c_11,c_5,0.9677,0.1116269
model_152,c_8,c_11,c_10,c_2,0.9801,0.062293444
model_153,c_9,c_5,c_8,c_2,0.9801,0.06029419
model_154,c_1,c_9,s,-,0.9766,0.07304043
model_155,c_9,c_6,c_5,m_3,0.9814,0.058819868
model_156,c_12,c_3,c_7,c_8,0.9784,0.06507922
model_157,c_8,m_1,s,-,0.9495,0.17415646
model_158,c_5,m_2,c_3,c_9,0.9677,0.10798185
model_159,c_6,c_9,c_4,m_2,0.9789,0.06457114
model_160,c_9,c_1,s,-,0.9756,0.074224904
model_161,c_7,c_1,c_8,c_12,0.981,0.0573591
model_162,c_4,m_1,m_1,c_3,0.9228,0.2660169
model_163,c_9,m_1,c_5,m_1,0.9662,0.10810392
model_164,c_9,c_4,c_10,c_5,0.9786,0.06422776
model_165,c_4,m_3,c_7,c_10,0.9606,0.14095952
model_166,c_2,c_6,c_5,c_3,0.9801,0.06242996
model_167,c_7,s,-,-,0.9576,0.14393954
model_168,c_1,c_10,c_7,s,0.9769,0.072510794
model_169,c_8,c_7,c_9,c_1,0.9803,0.060863428
model_170,m_2,c_4,c_2,c_8,0.951,0.1614112
model_171,c_9,m_3,c_5,c_2,0.9728,0.08645671
model_172,c_6,c_7,c_2,c_5,0.9801,0.060828656
model_173,c_12,c_7,c_5,m_2,0.979,0.06500361
model_174,c_6,c_9,c_6,s,0.9768,0.072085366
model_175,c_7,m_3,c_7,c_5,0.9512,0.1671152
model_176,c_4,c_6,m_1,c_3,0.9737,0.08601021
model_177,c_2,c_11,c_3,c_4,0.9807,0.0632688
model_178,c_6,c_4,c_9,c_12,0.9792,0.06254863
model_179,c_8,c_6,m_3,c_4,0.9806,0.062961236
model_180,m_3,c_11,c_5,c_5,0.8703,0.39369377
model_181,c_1,m_1,c_4,c_4,0.9651,0.1139009
model_182,c_2,c_11,s,-,0.9766,0.075264
model_183,c_3,c_11,c_3,c_5,0.9803,0.061076563
model_184,c_3,c_10,c_8,c_1,0.9799,0.06183585
model_185,c_10,m_2,m_3,m_3,0.8768,0.5102803
model_186,c_6,c_3,c_11,m_2,0.9812,0.058273695
model_187,c_8,c_4,c_5,m_1,0.981,0.060089782
model_188,c_11,c_10,c_7,s,0.9768,0.0740679
model_189,c_10,m_1,c_7,m_2,0.9659,0.11299503
model_190,c_1,c_6,c_11,c_9,0.9808,0.061816256
model_191,c_5,c_10,c_9,c_12,0.9785,0.06604457
model_192,c_6,c_6,m_1,m_1,0.9717,0.09088074
model_193,c_10,m_1,c_1,c_12,0.9666,0.11404269
model_194,c_3,c_8,c_7,c_8,0.9788,0.066356145
model_195,c_8,c_11,c_7,m_3,0.9791,0.062475126
model_196,c_11,m_1,m_1,s,0.9377,0.21410954
model_197,m_1,c_10,c_9,c_3,0.958,0.1406177
model_198,c_10,c_5,m_2,s,0.9731,0.08403248
model_199,c_9,m_1,m_3,m_3,0.9654,0.1378958
model_200,c_10,c_9,c_12,m_1,0.9802,0.059403095
model_201,c_12,c_12,c_6,s,0.9742,0.07693669
model_202,c_6,c_2,c_6,c_5,0.9797,0.062021516
model_203,c_8,c_2,c_9,c_5,0.9801,0.06098244
model_204,c_5,c_1,c_9,c_10,0.9808,0.060960576
model_205,c_11,c_7,s,-,0.9765,0.07292786
model_206,c_12,c_3,c_5,c_8,0.9784,0.06275815
model_207,c_1,m_3,m_2,c_5,0.8707,0.52082753
model_208,c_3,c_6,c_6,c_11,0.981,0.05945739
model_209,m_3,c_10,c_5,s,0.8445,0.49697664
model_210,c_6,c_4,c_7,m_2,0.9807,0.06068979
model_211,c_10,c_9,c_10,c_6,0.9806,0.059417065
model_212,c_4,c_5,c_9,c_9,0.9816,0.059442304
model_213,c_9,c_7,c_10,c_5,0.9786,0.063212834
model_214,c_2,m_3,c_7,c_8,0.9699,0.10103046
model_215,c_4,c_5,c_2,c_11,0.9808,0.058655992
model_216,c_3,c_8,c_6,c_10,0.9809,0.06056121
model_217,c_9,c_2,s,-,0.9757,0.07566999
model_218,c_5,c_10,c_1,c_10,0.9803,0.065974884
model_219,c_7,c_4,c_9,c_6,0.9795,0.06275638
model_220,c_1,c_9,c_4,c_11,0.9809,0.058914468
model_221,c_5,c_12,c_5,c_1,0.9803,0.06423552
model_222,c_1,m_3,c_2,m_3,0.9626,0.1316044
model_223,c_11,c_7,m_2,c_10,0.9705,0.09718702
model_224,c_11,c_1,s,-,0.9765,0.07349411
model_225,c_4,c_2,c_5,c_10,0.9806,0.06314698
model_226,c_12,c_9,c_7,c_8,0.9819,0.059317112
model_227,c_11,c_1,c_4,c_1,0.9818,0.062045377
model_228,c_5,m_2,c_5,m_3,0.9671,0.11289768
model_229,c_3,c_8,c_6,c_6,0.9793,0.06414676
model_230,c_12,m_2,c_10,s,0.9706,0.10126179
model_231,c_3,m_1,c_5,c_6,0.9684,0.10486996
model_232,c_2,c_1,c_12,c_6,0.9807,0.062200896
model_233,c_9,m_1,c_6,c_11,0.9679,0.10344677
model_234,c_11,c_5,c_9,c_12,0.9795,0.06238722
model_235,c_7,c_8,c_9,c_11,0.9807,0.06061518
model_236,c_4,m_3,c_6,m_1,0.9623,0.1285597
model_237,c_6,m_3,c_10,c_1,0.9762,0.08317296
model_238,c_4,c_10,c_12,c_10,0.9825,0.057517696
model_239,c_10,c_2,c_2,c_4,0.9807,0.06043944
model_240,c_11,m_2,m_1,c_5,0.9489,0.18544194
model_241,c_1,c_2,c_3,c_12,0.9811,0.06147395
model_242,c_12,c_6,m_2,m_3,0.9773,0.07347741
model_243,c_5,c_9,c_10,c_11,0.9801,0.06020983
model_244,c_5,c_8,c_5,c_11,0.98,0.062338933
model_245,c_9,c_1,c_3,c_1,0.9788,0.06505774
model_246,c_2,c_3,m_2,c_8,0.9779,0.0734972
model_247,c_5,c_5,c_2,c_6,0.9802,0.061388023
model_248,c_5,c_7,s,-,0.9758,0.07535529
model_249,c_10,c_4,s,-,0.9764,0.07540969
model_250,c_2,s,-,-,0.962,0.13089815
model_251,c_1,c_12,c_10,s,0.9812,0.05770338
model_252,c_3,c_2,c_9,c_9,0.9785,0.06668016
model_253,c_6,c_12,c_10,c_1,0.9784,0.063226536
model_254,c_4,c_4,c_6,c_9,0.9808,0.057059724
model_255,c_3,c_10,m_3,c_5,0.9775,0.07554755
model_256,c_6,c_6,c_2,c_3,0.9786,0.06422112
model_257,c_2,c_11,c_8,s,0.9799,0.06224703
model_258,c_1,c_2,c_6,m_2,0.9813,0.05984089
model_259,c_3,m_1,m_3,c_6,0.9592,0.1551915
model_260,c_10,c_1,c_9,c_4,0.9806,0.060291328
model_261,c_5,c_4,c_2,c_7,0.9809,0.060670376
model_262,c_8,c_11,c_6,c_11,0.9804,0.06454453
model_263,c_7,c_10,c_3,m_2,0.9804,0.05920045
model_264,c_7,c_9,c_2,c_7,0.9802,0.06534499
model_265,m_3,c_4,c_10,c_10,0.8711,0.38675448
model_266,c_4,c_5,c_5,c_1,0.9811,0.06133956
model_267,c_4,c_4,c_5,c_2,0.9825,0.057508975
model_268,c_3,c_4,s,-,0.9754,0.077086404
model_269,c_8,m_1,c_2,c_2,0.9671,0.10788431
model_270,c_6,m_3,c_9,c_11,0.9765,0.079299115
model_271,c_10,c_10,c_3,m_2,0.98,0.060158797
model_272,c_12,c_11,m_1,c_1,0.9733,0.086047
model_273,c_9,m_3,c_3,c_7,0.974,0.08792392
model_274,c_8,m_3,c_2,c_5,0.9713,0.1002614
model_275,c_1,s,-,-,0.9595,0.14239001
model_276,c_10,c_10,c_11,c_2,0.9814,0.059472967
model_277,c_3,c_6,c_8,c_9,0.9797,0.06211113
model_278,c_7,c_9,c_7,c_1,0.9797,0.062309742
model_279,c_2,c_2,c_7,c_5,0.9801,0.058144484
model_280,c_5,m_2,c_1,c_4,0.9644,0.112866014
model_281,c_1,c_6,c_8,m_1,0.9798,0.06154702
model_282,c_12,c_10,m_1,c_4,0.9717,0.09156648
model_283,c_2,m_1,s,-,0.9492,0.176647
model_284,c_2,c_8,c_8,s,0.9783,0.06615702
model_285,c_4,c_5,c_1,m_2,0.9812,0.059786186
model_286,c_1,c_5,m_1,m_1,0.9713,0.091518804
model_287,c_1,c_3,m_1,s,0.978,0.07370741
model_288,c_9,c_10,s,-,0.9768,0.076369464
model_289,c_7,c_9,c_4,c_10,0.9813,0.061491452
model_290,c_12,c_3,c_5,c_7,0.9801,0.060150582
model_291,c_7,m_2,m_1,s,0.9279,0.26352653
model_292,c_11,c_10,m_3,c_6,0.9762,0.07875231
model_293,c_8,c_11,s,-,0.9753,0.076996714
model_294,c_2,c_4,c_6,s,0.9802,0.059616704
model_295,c_9,c_8,c_11,c_12,0.9795,0.062697105
model_296,c_9,c_3,c_1,c_7,0.9805,0.062173348
model_297,c_1,c_12,c_1,c_5,0.9801,0.061297406
model_298,c_3,c_5,c_2,c_4,0.9815,0.060014833
model_299,c_8,c_11,m_2,c_1,0.9753,0.08156164
model_300,c_10,c_5,c_10,c_1,0.9815,0.05653784
model_301,c_10,m_3,c_11,m_3,0.9601,0.13231581
model_302,c_2,m_2,c_10,s,0.9662,0.10963265
model_303,c_7,c_12,m_1,s,0.9725,0.088626385
model_304,c_5,c_1,c_12,c_5,0.9787,0.063307524
model_305,c_7,c_9,m_3,c_4,0.9818,0.058626465
model_306,c_11,c_6,c_8,c_10,0.9786,0.06157088
model_307,c_3,c_7,c_8,c_4,0.9806,0.06087501
model_308,c_12,c_3,m_2,c_10,0.9772,0.07658869
model_309,c_12,c_6,c_4,c_9,0.9795,0.06128989
model_310,c_8,m_3,c_11,c_6,0.9728,0.09606303
model_311,c_2,c_8,s,-,0.9775,0.072607726
model_312,c_12,c_6,c_2,c_5,0.9773,0.06544388
model_313,c_5,c_6,c_11,c_7,0.9798,0.06445872
model_314,c_10,c_10,c_6,m_3,0.9814,0.059637856
model_315,c_4,c_12,c_11,m_2,0.9806,0.06029178
model_316,c_1,c_3,m_1,c_6,0.9749,0.0812947
model_317,c_4,m_2,c_11,c_2,0.9648,0.11642625
model_318,c_8,c_11,m_3,c_4,0.9792,0.06719
model_319,c_7,c_9,m_2,m_1,0.9796,0.06953661
model_320,c_8,c_7,c_8,c_6,0.981,0.05752121
model_321,c_11,c_7,m_3,s,0.9768,0.0808118
model_322,c_8,c_4,m_1,c_4,0.9717,0.09356434
model_323,c_9,m_2,m_1,c_11,0.9577,0.14559323
model_324,c_2,c_12,c_11,c_11,0.978,0.064471334
model_325,c_8,m_1,m_2,c_6,0.9579,0.15273178
model_326,c_9,c_10,c_4,c_7,0.9806,0.060432754
model_327,c_11,c_12,m_1,c_7,0.9732,0.08581193
model_328,c_8,c_1,c_7,c_11,0.9809,0.060179543
model_329,c_3,m_3,s,-,0.9654,0.11954746
model_330,c_5,c_3,c_2,m_1,0.9808,0.057319272
model_331,c_9,c_9,c_6,s,0.98,0.06209753
model_332,c_1,m_2,c_8,m_1,0.9649,0.11549397
model_333,c_4,c_9,c_1,c_5,0.9802,0.06023695
model_334,c_3,c_6,c_1,m_2,0.9795,0.06489656
model_335,c_6,c_6,c_4,m_3,0.9796,0.063459516
model_336,c_11,c_5,c_6,c_8,0.9804,0.061062727
model_337,c_9,c_7,s,-,0.9772,0.07468819
model_338,c_1,c_10,c_9,c_11,0.9822,0.0584611
model_339,c_7,c_3,m_2,c_7,0.9778,0.073029675
model_340,c_12,c_9,c_4,c_11,0.9805,0.06177254
model_341,c_2,c_11,c_7,c_10,0.982,0.058588482
model_342,c_10,c_5,c_7,m_3,0.9806,0.05937302
model_343,c_2,c_11,c_1,c_12,0.9802,0.061249014
model_344,c_3,c_3,c_10,c_8,0.9781,0.06544271
model_345,c_11,m_3,m_3,c_9,0.7632,1.0506766
model_346,c_11,m_3,c_9,c_11,0.9696,0.10306409
model_347,c_12,c_2,c_8,c_2,0.9807,0.059763152
model_348,c_12,c_11,c_1,c_6,0.9804,0.060769103
model_349,c_2,c_9,s,-,0.9793,0.069674686
model_350,c_11,c_8,c_2,c_7,0.9795,0.060077142
model_351,c_8,c_6,c_11,c_9,0.9789,0.06162444
model_352,c_2,c_6,c_5,s,0.9795,0.061970547
model_353,m_1,c_11,c_5,c_1,0.9576,0.14350304
model_354,c_11,s,-,-,0.9599,0.13573883
model_355,c_9,c_6,c_11,c_10,0.9809,0.061355192
model_356,c_1,c_5,c_2,c_10,0.9811,0.059297368
model_357,c_8,c_3,c_3,c_2,0.9809,0.060790285
model_358,c_3,m_3,c_8,s,0.974,0.08378981
model_359,c_1,c_12,m_1,c_7,0.9755,0.08106989
model_360,c_5,c_2,c_1,m_1,0.9786,0.064288825
model_361,c_12,c_6,c_2,c_6,0.9809,0.062117692
model_362,c_10,c_12,c_11,c_7,0.9797,0.061324626
model_363,c_11,c_10,m_3,c_10,0.9748,0.08715495
model_364,c_9,c_11,c_2,c_7,0.9795,0.063412964
model_365,c_4,c_10,c_3,c_3,0.9786,0.065241255
model_366,c_7,c_9,c_12,s,0.9793,0.06428269
model_367,c_1,m_3,c_6,c_2,0.9582,0.14309336
model_368,c_5,c_11,c_7,c_6,0.9811,0.05897875
model_369,c_8,c_7,s,-,0.9777,0.073273145
model_370,c_5,c_5,c_10,c_4,0.9802,0.05921455
model_371,c_7,c_9,c_11,c_11,0.9807,0.060421124
model_372,c_4,c_11,c_1,c_8,0.9815,0.059125178
model_373,c_7,c_2,c_11,m_1,0.9795,0.063031115
model_374,c_3,c_4,c_3,c_4,0.9805,0.06190323
model_375,c_10,c_3,c_4,c_9,0.9808,0.060583137
